arxiv,date,title,authors,categories,comments,report_no,journal_ref,doi,abstract,link,label
arXiv:2401.12139 ," Mon, 22 Jan 2024 17:22:05 GMT  (1981kb,D) ", Construction of a next-to-next-to-next-to-leading order approximation  for heavy flavour production in deep inelastic scattering with quark masses , Niccol\`o Laurenti , hep-ph ,NA,NA,NA,NA,"   The subject of this thesis is the construction of an approximation for the next-to-next-to-next-to leading order (N^3LO) deep inelastic scattering (DIS) massive coefficient function of the gluon for F2 in heavy quark pair production. Indeed, this object is one of the ingredients needed for the construction of any variable flavour number (factorization) scheme at O(alphas^3). The construction of such scheme is crucial for the improvement of the accuracy of the extraction of the parton distribution functions from the experimental data, that in turn will provide an improvement of the accuracy of all the theoretical predictions in high energy physics.   Despite the function we are interested in is not known exactly, its expansion in some kinematic limits is available. In particular the high-scale limit (Q^2 >> m^2), high-energy limit (z->0, where z is the argument of the coefficient function) and threshold limit (z->zmax=1/(1+4m^2/Q^2)) of the exact coefficient function are all known, with the exception of some terms that we will provide in approximate form. Therefore, combining these limits in a proper way, we will construct an approximation for the unknown term of the N^3LO gluon coefficient function, that describes the exact curve in the whole range of z.   Since other approximations for the N^3LO gluon coefficient functions are present in the literature, we will conclude by comparing our final approximate coefficient functions with such approximations. We will show a comparison both for the NNLO, whose exact function is known, and for the N^3LO. With our approach, we expect our results to be more accurate than previous approximations, thus providing a sufficient precision for a complete description of DIS at N^3LO and the consequent determination of N^3LO PDFs. ",https://arxiv.org/abs/2401.12139,0
arXiv:2401.12162 ," Mon, 22 Jan 2024 17:55:43 GMT  (1822kb,D) "," Threshold production of $\eta_{c,b}$ using holographic QCD "," Florian Hechenberger, Kiminad A. Mamo, Ismail Zahed ", hep-ph nucl-th ," 19 pages, 10 figures ",NA,NA,NA,"   We discuss the possibility that threshold photoproduction of $\eta_{c,b}$ may be sensitive to the pseudovector $1^{+-}$ glueball exchange. We use the holographic construction to identify the pseudovector glueball with the Kalb-Ramond field, minimally coupled to bulk Dirac fermions. We derive the holographic C-odd form factor and its respective charge radius. Using the pertinent Witten diagrams, we derive and analyze the differential photoproduction cross section for $\eta_{c,b}$ in the threshold regime, including the interference from the dual bulk photon exchange with manifest vector dominance. The possibility of measuring this process at current and future electron facilities is discussed. ",https://arxiv.org/abs/2401.12162,-1
arXiv:2401.12189 ," Mon, 22 Jan 2024 18:30:00 GMT  (1288kb,D) ", Towards a more complete description of hybrid leptogenesis ," Rohan Pramanick, Tirtha Sankar Ray and Arunansu Sil ", hep-ph ," 27 pages, 2 tables and 14 captioned figures ",NA,NA,NA,"   Hybrid leptogenesis framework combining type I and type II seesaw mechanism for neutrino mass necessarily include scattering topologies involving both the scalar triplet and the right handed neutrino. We demonstrate that a systematic inclusion of these mixed scatterings can significantly alter the evolution of the number densities leading to an order of magnitude change in the predicted value of present-day asymmetry. We provide quantitative limit on the degeneracy of the seesaw scales where the complete analysis becomes numerically significant, limiting the validity of leptogenesis being dominated by the lightest seesaw species. ",https://arxiv.org/abs/2401.12189,0
arXiv:2401.10925 ," Mon, 15 Jan 2024 15:28:04 GMT  (4437kb,D) ", Realisation of the ultra-slow roll phase in Galileon inflation and PBH  overproduction ," Sayantan Choudhury, Ahaskar Karde, Sudhakar Panda, M. Sami ", astro-ph.CO gr-qc hep-ph hep-th ," 56 pages, 19 figures, Comments are welcome ",NA,NA,NA,"   We demonstrate the explicit realisation of the ultra-slow roll phase in the framework of the effective field theory of single-field Galileon inflation. The pulsar timing array (PTA) collaboration hints at the scalar-induced gravity waves (SIGW) from the early universe as an explanation for the origin of the observed signal, which, however, leads to an enhancement in the amplitude of the scalar power spectrum giving rise to the overproduction of primordial black holes (PBHs). In the setup under consideration, we examine the generation of SIGW consistent with PTA (NANOGrav15 and EPTA) data and address the PBH overproduction issue assuming linear approximations for the over-density without incorporating non-Gaussian effects from the comoving curvature perturbation. The framework is shown to give rise to SIGWs well consistent with the PTA signal with comfortable PBH abundance, $10^{-3} \lesssim f_{\rm PBH} < 1$, of near solar-mass black holes. ",https://arxiv.org/abs/2401.10925,-1
arXiv:2401.11009 ," Fri, 19 Jan 2024 20:05:14 GMT  (298kb,D) ", A Cosmological Tachyon Collider: Enhancing the Long-Short Scale Coupling ," Ciaran McCulloch, Enrico Pajer, and Xi Tong ", hep-th astro-ph.CO gr-qc hep-ph ," 31 pages, 5 figures ",NA,NA,NA,"   The squeezed limit of the primordial curvature bispectrum is an extremely sensitive probe of new physics and encodes information about additional fields active during inflation such as their masses and spins. In the conventional setup, additional fields are stable with a positive mass squared, and hence induce a decreasing signal in the squeezed limit, making a detection challenging. Here we consider a scalar field that is temporarily unstable by virtue of a transient tachyonic mass, and we construct models in which it is embedded consistently within inflation. Assuming IR-finite couplings between the tachyon and the inflaton, we find an exchange bispectrum with an enhanced long-short scale coupling that grows in the squeezed limit parametrically faster than local non-Gaussianity. Our approximately scale-invariant signal can be thought of as a cosmological tachyon collider. In a sizeable region of parameter space, the leading constraint on our signal comes from the cross correlation of $\mu$-type spectral distortions and temperature anisotropies of the microwave background, whereas temperature and polarization bispectra are less sensitive probes. By including anisotropic spectral distortions in the analysis, future experiments such as CMB-S4 will further reduce the allowed parameter space. ",https://arxiv.org/abs/2401.11009,0
arXiv:2401.11027 ," Fri, 19 Jan 2024 20:58:14 GMT  (1991kb,D) "," Introduction to the second edition of ""The Supersymmetric World'' ", M. Shifman , physics.hist-ph hep-ph ," 16 pages, 7 figures "," FTPI-MINN-24-02, UMN-TH-4310/44 ",NA,NA,"   The first Edition of this book was released in 2000, just before the symposium ``Thirty Years of Supersymmetry'' was held at the William I. Fine Theoretical Physics Institute (FTPI) of the University of Minnesota. Founders and trailblazers of supersymmetry descended on FTPI, as well as a large crowd of younger theorists deeply involved in research in this area. Since then 23 years have elapsed and significant changes happened in supersymmetry (SUSY). Its history definitely needs an update. Such an update is presented below. The Second Edition of the revised collection will be released in 2024. ",https://arxiv.org/abs/2401.11027,-1
arXiv:2401.11151 ," Sat, 20 Jan 2024 07:16:55 GMT  (837kb) ", Approximate Bound States Solution of the Varshni-Hellmann Potential ," N. Tazimi, M. Monemzadeh ", quant-ph hep-ph hep-th ,NA,NA,NA,NA,"   In this paper, we solve the bound state problem for Varshni-Hellmann potential via a useful technique. In our technique, we obtain the bound state solution of the Schrodinger equation for the Varshni-Hellmann potential via ansatz method. We obtain the energy eigenvalues and the corresponding eigen-functions. Also, the behavior of the energy spectra for both the ground and the excited state of the two body systems is illustrated graphically. The similarity of our results to the accurate numerical values is indicative of the efficiency of our technique. ",https://arxiv.org/abs/2401.11151,0
arXiv:2401.11688 ," Mon, 22 Jan 2024 05:02:45 GMT  (3748kb,D) ", Localization of $q-$form field on the brane-world by coupling with  gravity ," Yong-Tao Lu, Heng Guo, and Chun-E Fu ", hep-th gr-qc hep-ph ," 39 pages, 20figures, 4 tables ",NA,NA,NA,"   The scalar fields, $U(1)$ gauge vector fields, and Kalb-Ramond fields are the $0$-form, 1-form, and 2-form fields, respectively. In four-dimensional space-time, free $q$-form fields are equivalent to scalar or vector fields by a duality, however, in higher-dimensional space-time, $q-$form fields correspond to new types of particles. In this paper, with considering a coupling mechanism between the kinetic term of the $q-$form fields and the background spacetime, we investigate the localization of Kaluza-Klein modes for the $q-$form fields on a $D-$dimensional Randall-Sundrum-like brane model. We demonstrate that the zero mode can be localized on the brane, and the massive Kaluza-Klein modes could be localized or quasi-localized on the brane when with certain value of parameters. Then, we present the localization of the scalar fields, $U(1)$ gauge vector fields, and 2-form Kalb-Ramond fields within a five-dimensional bulk spacetime. For a massless scalar field, an interesting characteristic emerges: When the parameter $t_2$ is negative, the zero mode is localized on both sides of the brane, whereas the massive Kaluza-Klein modes can be quasi-localized at the center of the brane. ",https://arxiv.org/abs/2401.11688,0
arXiv:2401.11895 ," Mon, 22 Jan 2024 12:44:25 GMT  (2461kb,D) ", Hadronic vacuum polarization in the muon $g-2$: The short-distance  contribution from lattice QCD ," Simon Kuberski, Marco C\`e, Georg von Hippel, Harvey B. Meyer,  Konstantin Ottnad, Andreas Risch, Hartmut Wittig ", hep-lat hep-ph ," 37 pages, 10 figures, 9 tables "," MITP-24-011, CERN-TH-2024-011 ",NA,NA,"   We present results for the short-distance window observable of the hadronic vacuum polarization contribution to the muon $g-2$, computed via the time-momentum representation (TMR) in lattice QCD. A key novelty of our calculation is the reduction of discretization effects by a suitable subtraction applied to the TMR kernel function, which cancels the leading $x_0^4$-behaviour at short distances. To compensate for the subtraction, one must substitute a term that can be reliably computed in perturbative QCD. We apply this strategy to our data for the vector current collected on ensembles generated with $2+1$ flavours of O($a$)-improved Wilson quarks at six values of the lattice spacing and pion masses in the range $130-420\,$MeV. Our estimate at the physical point contains a full error budget and reads $(a_\mu^{\rm hvp})^{\rm SD}=68.85(14)_{\rm stat}\,(42)_{\rm syst}\cdot10^{-10}$, which corresponds to a relative precision of 0.7\%. We discuss the implications of our result for the observed tensions between lattice and data-driven evaluations of the hadronic vacuum polarization. ",https://arxiv.org/abs/2401.11895,0
arXiv:2401.11947 ," Mon, 22 Jan 2024 13:36:15 GMT  (22kb,D) ", The N(1440) Roper resonance in the nuclear model with explicit mesons , D.V.Fedorov , nucl-th hep-ph ,NA,NA,NA,NA,   We show that the N(1440) Roper resonance naturally appears in the nuclear model with explicit mesons as a structure in the continuum spectrum of the physical proton which in this calculation is made of a bare nucleon dressed with a pion cloud. ,https://arxiv.org/abs/2401.11947,0
arXiv:2401.11998 ," Mon, 22 Jan 2024 14:50:53 GMT  (9285kb,D) ", The Scavenger Hunt for Quasar Samples to Be Used as Cosmological Tools ," Maria Giovanna Dainotti, Giada Bargiacchi, Aleksander {\L}ukasz Lenart  and Salvatore Capozziello ", astro-ph.CO hep-ph ," 36 pages, 19 figures,2 table. Comments are welcome. Accepted in  Galaxies ",NA,NA,NA,"   Although the $\Lambda$ Cold Dark Matter model is the most accredited cosmological model, information at high redshifts ($z$) between type Ia supernovae ($z=2.26$) and the Cosmic Microwave Background ($z=1100$) is crucial to validate this model further. To this end, we have discovered a sample of 1132 quasars up to $z=7.54$ exhibiting a reduced intrinsic dispersion of the relation between ultraviolet and X-ray fluxes, $\delta_\mathrm{F}=0.22$ vs. $\delta_\mathrm{F}=0.29$ ($24\%$ less), than the original sample. This gold sample, once we correct the luminosities for selection biases and redshift evolution, enables us to determine the matter density parameter $\Omega_M$ with a precision of 0.09. Unprecedentedly, this quasar sample is the only one that, as a standalone cosmological probe, yields such tight constraints on $\Omega_M$ while being drawn from the same parent population of the initial sample. ",https://arxiv.org/abs/2401.11998,0
